SAMPLE_ID,Source,Source_path,Question,Answer
AUG_TRAIN2311,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,구직급여 수급자가 거주지에서 25km 이상 떨어진 곳에서 구직활동을 하는데 필요한 비용은 어떤 종류의 지원을 받을 수 있나요?,구직급여 수급자가 직업안정기관의 소개에 따라 거주지에서 25km 이상 떨어진 곳에서 구직활동을 하면 교통비 등이 지급된다.
AUG_TRAIN2312,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,구직급여 수급자가 취업을 위해 새로운 지역으로 이주할 경우 이주비를 지원받을 수 있는 조건은 무엇인가요?,구직급여 수급자가 취업으로 인해 거주지를 이전할 필요성이 있다고 인정되는 경우 화물운송 실비 등을 지급한다.
AUG_TRAIN2313,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,이주비 지급을 받기 위해 직업안정기관의 인정 여부는 어떤 기준에 의해 결정되나요?,이주비는 수급자격자가 취업하거나 직업안정기관의 장이 지시한 직업능력개발 훈련 등을 받기 위해 주거를 이전하는 경우에 대통령령으로 정하는 기준에 따라 직업안정기관의 장이 필요하다고 인정하면 지급할 수 있습니다.
AUG_TRAIN2314,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,고용보험제도의 시행 연도가 언제였나요?,고용보험법은 1993년 12월에 제정되었습니다.
AUG_TRAIN2315,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,1996년 이전에 실업급여를 받기 위해 어떤 조건을 충족해야 했나요?,고용보험사업(실업급여 등) 시행 이후 1996년부터 지급되기 시작했습니다.
AUG_TRAIN2316,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,고용보험사업의 주요 수행 기관은 누구인지 설명해 주세요.,고용보험사업의 사업시행주체는 고용노동부(고용센터)입니다.
AUG_TRAIN2317,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,조기재취업수당을 신청하는 학생의 역할과 책임은 무엇인가요?,"조기재취업수당을 받기 위해는 조기재취업수당 신청서 제출, 지급요건 확인, 조기재취업수당 지급 등의 절차가 필요합니다."
AUG_TRAIN2318,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,직업능력개발 수당을 신청할 수 있는 방법은 무엇이 있는지 알고 싶습니다.,"직업능력개발 수당을 받기 위해서는 수당 신청서를 제출하고, 서류심사와 심의위원회 등의 절차를 거쳐 지급요건을 확인받아야 한다."
AUG_TRAIN2319,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 전략 목표와 프로그램 목표의 비율은 어떻게 될까요?,"전략 목표는 187개, 프로그램목표는 475개입니다."
AUG_TRAIN2320,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 성과지표의 구성 개수는 몇 가지로 결정되는지에 대한 기준은 무엇입니까?,2024년도 성과지표는 총 507개로 구성되어 있습니다.
AUG_TRAIN2321,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 성과지표에 영향을 미치는 주요 요인들은 모두 무엇인가요?,성과지표의 성격에 따라 투입지표는 21개로 구성되어 있습니다.
AUG_TRAIN2322,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 성과지표의 결과지표 구성 요소에 대한 세부 정보는 무엇인가요?,성과지표의 성격에 따라 결과지표는 355개로 구성되어 있습니다.
AUG_TRAIN2323,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 성과지표의 측정기준에 따라 정량지표의 개수는 얼마나 다양합니까?,성과지표의 측정여부에 따라 정량지표는 375개로 구성되어 있습니다.
AUG_TRAIN2324,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 산업통상자원부 프로그램 목표의 성과지표 중 정량지표의 수를 자세히 설명할 수 있는 보고서가 존재하는가?,프로그램 목표의 성과지표 중 정량지표의 수는 25개이다.
AUG_TRAIN2325,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 이후 5년 내에 상대적 빈곤율을 13.6% 이하로 낮추기 위한 정부의 노력 계획은 무엇인가?,상대적 빈곤율의 목표치는 13.6%이다.
AUG_TRAIN2326,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 노숙인시설 종사자 교육 참여율의 목표치를 달성하기 위한 노력의 효과성을 평가하기 위해 노숙인시설 종사자 교육 참여율의 목표치를 설정한 배경에는 어떤 요인이 있었는가?,노숙인시설 종사자 교육 참여율의 목표치는 36%이다.
AUG_TRAIN2327,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 장애인 현금급여 수급률 달성을 위한 장애인 생활안정 및 재활 지원 프로그램의 목표치를 달성하기 위한 주요 전략은 무엇인가?,장애인 현금급여 수급률의 목표치는 29.25%이다.
AUG_TRAIN2328,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 정보서비스 가용성의 목표치를 달성하기 위해 성과계획서에 구체적으로 어떤 개선점을 도입할 계획인가?,99.90%
AUG_TRAIN2329,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,해양경찰청의 주요 성과지표는 어떤 종류의 지표인지 파악하고 싶은가요?,해양경찰청의 성과지표 수는 5개입니다.
AUG_TRAIN2330,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,새만금개발청의 2024년도 '프로그램목표 Ⅰ-1'에 대한 예산 배정의 비중은 얼마나 되나요?,"새만금개발청의 프로그램목표 Ⅰ-1의 예산은 10,689백만원입니다."
AUG_TRAIN2331,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 예산안에 과거사 문제 해결을 위한 진실 규명 활동을 위한 지원금이 얼마나 배정되었는지에 대해 알려주세요.,3429백만원
AUG_TRAIN2332,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"2024년도 예산안에서 성과관리대상에 소요되는 비율이 57.2%로 설정된 경우, 이 비율에 기여하는 주요 요인에 대해 분석하고 싶다.",57.2%
AUG_TRAIN2333,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 대통령비서실 및 국가안보실의 성과관리대상 사업에서 인건비 비율이 전체 예산의 몇 퍼센트를 차지하는지 알고 싶습니다.,42%
AUG_TRAIN2334,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 예산안에 포함된 국민 안심 확보를 위한 식생활 환경 조성 사업 예산을 정확히 어느 정도로 예상할 수 있나요?,"161,044백만원"
AUG_TRAIN2335,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,식품의약품안전평가원 예산을 통해 식의약 안전 확보를 위한 과학적 심사·시험연구를 강화하는 전략의 2024년 예산은 몇 백만원이 될 것인가요?,"156,587백만원"
AUG_TRAIN2336,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가인권위원회의 예산이 올해에 얼마나 많은 국비를 차지할지 알려면 어떻게 확인할 수 있을까?,"10,808백만원"
AUG_TRAIN2337,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가인권위원회가 제시한 성과목표치 중 인권 관련 법령 및 정책 개선에 대한 권고가 포함된 보고서의 재정 건수는 104건에 달하는 것으로 나타났습니다.,104건
AUG_TRAIN2338,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 국가인권위원회 성과목표치에서 진정·직권조사 관련 일반 권리구제 건수가 638건으로 기록된 바 있습니다.,638건
AUG_TRAIN2339,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가 교육위원회 예산의 2024년 예산은 얼마나 증가했을까요?,"4,773억원"
AUG_TRAIN2340,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,방송통신위원회의 2024년 예산이 정확히 얼마인지 알아보려면 어디에 공개된 정보를 확인해야 하나요?,"112,955백만원"
AUG_TRAIN2341,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,방송통신위원회의 공정하고 안전한 방송인프라 지원을 위한 예산 할당에 대한 정보를 어디에서 확인할 수 있는지 궁금하다.,"1,322백만원"
AUG_TRAIN2342,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,방송통신위원회의 예산 배분 방식에 대한 투명성과 책임성은 어떻게 보장되는가?,"8,063백만원"
AUG_TRAIN2343,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"2024년도 공정거래위원회의 성과지표에 대한 세부 데이터를 분석할 때, FIU정보시스템 반영률이 92%로 얼마나 높게 나타나는지에 대해 어떤 이유가 있는지 밝혀내는 것이 가능한지 조사하고 싶다.",92%
AUG_TRAIN2344,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"국민의 권익 증진을 위한 정책과 행정의 현장 중심화를 위한 예산 배분은 총 54,928백만원으로 확정되었다.","54,928백만원 입니다."
AUG_TRAIN2345,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 국가 핵안보 체제 선진화 프로그램의 원자력 분야 예산은 얼마가 할당될 예정인가?,41041백만원
AUG_TRAIN2346,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"국가 예산 중 자연문화재 보호를 위한 예산의 비중은 얼마나 되는지 비교해 보았을 때, 프로그램 목표 Ⅱ-1의 자연 문화재 보호 예산은 얼마에 해당하는지 알려면 얼마나 되는지 알고 싶습니다.",3961백만원
AUG_TRAIN2347,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국립고궁박물관 조성운영 예산에 대한 세부 정보를 제공하는 자료에서 국립고궁박물관의 예산 지출을 설명하는 문구를 찾아내는 데 얼마나 많은 시간이 걸렸나요?,21955백만원
AUG_TRAIN2348,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가 기상기후 데이터 플랫폼을 통해 통합기상기후데이터 API를 적극적으로 활용하는 기상서비스 제공자 수는 24년까지 572개가 될 것입니다.,572건
AUG_TRAIN2349,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국제기구 및 협력기관과의 교육 및 홍보 활동을 위한 기상기후 분야 전문가 인력의 예산은 24년 기준으로 얼마를 예산화 하였나요?,21명
AUG_TRAIN2350,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,기후변화 과학정보 생산 및 서비스에 대한 정부 예산 중 '기후변화 과학정보 생산 및 서비스' 분야의 예산 증감 추세는 어떻습니까?,"11,176"
AUG_TRAIN2351,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,기후대응기금의 '탄소중립기반 선진기상·지진 기술개발' 성과지표의 예산을 2024년과 2025년 사이에 어떻게 변화하는지 분석해 보아야 합니다.,"25,709"
AUG_TRAIN2352,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,기상기후서비스의 성과지표 중 '항공기상관측'의 예산 증가 추세에 따라 5년 후 예산은 얼마나 될지 예측해 볼 수 있나요?,"7,048"
AUG_TRAIN2353,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,전략 목표의 달성도를 높이기 위해 필요한 조치 중 가장 중요한 것은 무엇일까?,향후 개선 수준을 확인할 수 있도록 명확하게 설정되어야 한다.
AUG_TRAIN2354,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국민권익증진을 위한 반부패·청렴 정책 강화 및 현장중심의 행정을 추진하는 프로그램의 예산 증액을 2024년부터 2025년까지의 비율로 계산한 금액은 얼마인가요?,"54,928백만원입니다."
AUG_TRAIN2355,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국내에서 성과주의 예산 제도가 처음 도입된 시기는 어떤 년도였나요?,1999년부터
AUG_TRAIN2356,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과기반 인적자원관리제도가 처음 도입된 연도는 언제였을까요?,2003년
AUG_TRAIN2357,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2007년에 국가재정법이 개정된 이후 성과관리제도가 법적으로 정립된 시점은 언제였나요?,2007년
AUG_TRAIN2358,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2009년 이후로 성과계획서가 예산안과 기금운용계획안의 첨부서류로 제출되기 시작한 이후에 성과계획서가 어떤 형태로 변화하였나요?,2009년
AUG_TRAIN2359,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2022 회계연도부터 성과기반의 재정운용을 강화하기 위해 프로그램 단위로 성과계획서를 작성하는 것에 대한 효과를 무엇이라고 평가할 수 있나요?,프로그램 단위
AUG_TRAIN2360,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024 회계연도부터는 부처별 성과를 측정하기 위한 지표가 어떻게 설계되었습니다.,1 프로그램 1 지표 원칙
AUG_TRAIN2361,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 성과계획서의 중앙관서 성과관리체계의 구조는 어떻게 구성되어 있나요?,"전략 목표 187개, 프로그램목표 475개로 구성되어 있습니다."
AUG_TRAIN2362,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,대법원 예산의 2024년 지출 총액은 얼마로 예정되어 있는가?,"247,169백만원"
AUG_TRAIN2363,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국회가 승인한 재외동포청의 2024년 예산의 총액은 얼마인가?,"84,569백만원"
AUG_TRAIN2364,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"병무청의 예산 증가 추세를 분석한 결과, 향후 몇 년 안에 예산이 얼마나 증가할 것인가?","41,096백만원"
AUG_TRAIN2365,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 국세청 예산의 총액은 얼마에 근접하는 수준일까?,"237,018백만원"
AUG_TRAIN2366,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국회에서 승인한 2024년 정부 예산의 세부 항목 중 관세청의 예산은 얼마인가?,"183,608백만원"
AUG_TRAIN2367,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,통계청의 예산 증가율은 '24년과 '23년 사이에 어느 정도였는가?,"250,826백만원"
AUG_TRAIN2368,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 성과계획서에 포함된 정부부처와 기관의 역할과 영향력을 분석할 수 있는 방법은 무엇인가?,"성과목표체계 수립, 성과지표 목표치 설정 등이 고려되었으며, 포함된 부처들은 대통령비서실, 대통령경호처, 국회, 대법원, 헌법제판소, 중앙선거관리위원회, 민주평화통일자문회의, 감사원, 국무조정실 및 국무총리비서실, 기획재정부, 교육부, 과학기술정보통신부, 외교부, 통일부, 법무부, 국방부, 행정안전부, 국가보훈부, 문화체육관광부, 농림축산식품부, 산업통상자원부, 보건복지부, 환경부, 고용노동부, 여성가족부, 국토교통부, 해양수산부, 중소벤처기업부, 인사혁신처, 법제처, 식품의약품안전처, 고위공직자법위반수사처, 국가인권위원회, 국가교육위원회, 방송통신위원회, 공정거래위원회, 금융위원회, 국민권익위원회, 원자력안전위원회, 개인정보보호위원회, 국세청, 관세청, 조달청, 통계청, 재의동포청, 병무청, 방위사업청, 경찰청, 소방청, 문화재청, 농촌진흥청, 산림청, 특허청, 질병관리청, 기상청, 행정중심복합도시건설청, 새만금개발청, 해양경찰청, 5.18민주화운동진상규명조사위원회, 진실화해를위한과거사정리위원회 등이 포함되어 있다."
AUG_TRAIN2369,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과계획서의 목적과 요소는 무엇이며, 공개하는 것이 정부의 투명성과 책임성에 어떤 영향을 미치는가?","성과계획서는 중앙관서 및 기금관리주체의 전략목표 및 성과목표를 달성하기 위한 연도별 시행계획을 작성하기 위해 사용되며, 작성 시 성과목표, 성과지표, 목표수준이 사전에 설정되고 관리된다. 각 부처 성과계획서의 공개를 통해 정부의 재정운용 성과에 대한 이해를 제고하고, 예산편성 활용 등을 통해 재정운용의 투명성과 책임성을 제고할 수 있다."
AUG_TRAIN2370,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과관리 주요내용과 성과계획서 작성에 대한 규정을 분석할 때, 재정사업의 성과목표 설정 및 달성에 어떠한 요소가 중요하게 작용하는지 살펴보아야 한다.","① 성과목표관리: 재정사업에 대한 성과목표, 성과지표 등의 설정 및 그 달성을 위한 집행과정ㆍ결과의 관리 ② 성과평가: 재정사업의 계획 수립, 집행과정 및 결과 등에 대한 점검ㆍ분석ㆍ평가. 각 중앙관서의 장 및 기금관리주체는 재정사업 성과목표관리를 위하여 매년 예산 및 기금에 관한 성과목표ㆍ성과지표가 포함된 성과계획서 및 성과보고서를 작성하여야 한다."
AUG_TRAIN2371,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과목표와 성과지표를 설정할 때, 기관의 목표 달성을 위한 주요 역량과 능력을 반영하여야 한다.","성과목표는 기관의 임무 및 상위ㆍ하위 목표와 연계되어야 하며, 성과지표를 통하여 성과목표의 달성 여부를 측정할 수 있도록 구체적이고 결과지향적으로 설정되어야 한다. 성과지표는 명확하고 구체적으로 설정되어야 하며, 성과목표의 달성을 객관적으로 제때에 측정할 수 있어야 한다."
AUG_TRAIN2372,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과주의 예산 제도가 처음 도입된 시기와 관련된 세부 내용을 자세히 설명하는 방법으로 새로운 질문을 만들면 ""성과주의 예산 제도가 처음 도입된 시기에 영향을 미친 주요 요인과 정책 변화는 무엇이었나요?""입니다.","성과주의 예산 제도는 1999년부터 시행되었으며, 성과목표관리제도는 2003년, 국가재정법 시행으로 성과관리제도가 법제화된 것은 2007년, 성과계획서가 예산안과 기금운용계획안의 첨부서류로 제출된 것은 2009년부터입니다."
AUG_TRAIN2373,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서의 작성 단위가 프로그램으로 변경된 이후 프로그램당 설정된 성과지표의 수가 증가한 정도는 어느 정도였나요?,"2022 회계연도부터 성과계획서는 프로그램 단위로 작성되었으며, 2024 회계연도부터는 '1 프로그램 1 지표'를 원칙으로 성과지표가 설정되게 되었습니다."
AUG_TRAIN2374,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,나라의 예산 계획서를 작성해야 하는 기관의 유형을 밝혀라.,국가재정법에 따라 성과계획서를 작성해야 하는 대상기관은 국가재정법(제4장의2)에 따라 예산요구서를 제출하는 모든 중앙관서의 장과 기금관리주체입니다.
AUG_TRAIN2375,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,각 부처의 성과관리 성과계획서 작성지침을 어떻게 개선하고 있는지 알아보고 싶은가?,"기획재정부는 매년 성과계획서 작성지침을 각 부처에 통보하여 각 부처의 성과계획서 작성 방법과 기준을 제시하고 있다. 부처들은 이 지침에 따라 해당 기관의 조직과 사업구조를 고려하여 성과 목표체계를 수립해야 하며, 목표달성에 영향을 줄 수 있는 법·제도·정책적 요인 및 외부요인을 분석하고 이를 관리·개선하기 위한 계획을 반영해야 한다."
AUG_TRAIN2376,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과계획서의 목표와 비전을 구체화할 때, 재정정책이 기관의 본질과 주요 역량을 반영하여 설정하는 것이 무엇인지 살펴보아야 한다.","성과계획서는 임무와 비전을 설정하는데, 재정정책이 해당 기관의 존재 목적과 주요 기능을 포괄하는 내용으로 설정되어야 한다. 성과관리를 통해 구현 가능한 내용은 비전을 달성하여 바람직한 미래상을 이루기 위해 조직 현황을 파악하고 성과를 향상시키기 위한 계획과 목표를 설정하는 것을 말한다."
AUG_TRAIN2377,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"국가 재정운용계획이 전략 목표에 미치는 영향에 대해 살펴보는 데 있어, 국가 재정운용계획이 전략 목표에 어떤 유형의 비중을 가지는지 조사하는 것이 중요합니다.","국가 재정운용계획 또는 관계 법령에 의한 중ㆍ장기계획을 감안하여 설정되어야 하며, 국정 목표, 기관의 임무와 비전, 기관의 임무와 논리적 연계성을 고려해야 하며, 구체적인 내용으로 작성되어야 한다."
AUG_TRAIN2378,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과관리 대상과 예산 프로그램이 일치하지 않는 사업의 유형은 무엇이며, 이러한 불일치가 발생하는 이유는 무엇인가?","원칙적으로 예산 체계상 모든 사업을 성과계획 목표체계에 포함하여 설정하되, 인건비, 기본행정경비 등 성과관리 실익이 작은 일부사업을 제외해야 한다. 성과관리 대상에서 제외되는 세부사업으로는 인건비, 기본경비, 정부내부거래, 보전지출, 교부금, 차입이자 상환, 예비비, 청사관리, 타부처 수행사업, 위원회·자문회의 운영, 출연금 사업 등이 있다. 또한, 국가연구개발사업 중 정부연구소 인건비, 출연(연) 운영지원 비목만으로 구성된 사업도 성과관리 대상에서 제외된다."
AUG_TRAIN2379,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과지표의 유형과 정량적 측정 특성에 대한 정보는 어떻게 정리되고 관리되는가?,"성과지표는 4가지 유형(투입ㆍ과정ㆍ산출ㆍ결과지표)으로 분류되며, 정량적 측정여부에 따라 정량ㆍ정성지표로 구분된다."
AUG_TRAIN2380,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,정책 성과를 측정할 수 있는 지표의 설계 및 운영을 어떻게 할 것인지에 대한 고려를 반영한 중장기 추진계획이 적절히 설정되어 있는지 평가하고 있는가?,"성과지표의 목표치는 중장기 추진계획, 유사 사업ㆍ국제수준과의 비교, 과거 추세치 등을 고려하여, 사업방식 개선 의지 등 적극적 업무 수행의 관점에서 도전적으로 설정"
AUG_TRAIN2381,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 중앙관서의 성과관리체계 구성과 전략 목표 및 프로그램목표의 변화에 대한 영향은 무엇이었을까요?,"2024년도 중앙관서의 성과관리체계는 전략 목표 187개, 프로그램목표 475개로 구성되어 있습니다. 2023년 대비 프로그램목표 수는 6개 증가하여 475개로 유지되었습니다."
AUG_TRAIN2382,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"2024년도 성과지표의 개수가 2023년보다 얼마나 감소하였으며, 그 비율은 무엇인가요?","2024년도 성과지표는 총 507개로 구성되어 있으며, 2023년 대비 562개 감소하였습니다."
AUG_TRAIN2383,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과지표의 종류에 따라 투입요소와 결과요소의 수는 어떻게 결정되나요?,"성과지표의 성격에 따라 투입지표는 21개, 결과지표는 355개로 구성되어 있습니다."
AUG_TRAIN2384,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과지표의 측정 여부에 따라 정량지표의 수는 어떻게 결정되는지 알고 싶습니다.,성과지표의 측정여부에 따라 정량지표는 375개로 구성되어 있습니다.
AUG_TRAIN2385,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,대통령 경호처의 성과 관리 시스템이 국가 안보와 국민 안전에 미치는 영향은 어떤가요?,"성과관리대상 사업의 총 예산은 1,416억원입니다. "
AUG_TRAIN2386,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가보훈부의 2024년 예산안에서 국가유공자와 제대군인을 위한 주요 프로그램목표를 요약하면 어떤 키워드가 나타나는가?,"프로그램목표 Ⅰ-1. 국가유공자의 희생과 공헌에 합당한 보상을 실시한다, 프로그램목표 Ⅱ-1. 국가유공자의 의료‧복지서비스 품질을 향상시킨다, 프로그램목표 Ⅲ-1. 국립묘지 안장 등 사망 시 예우를 확대하고, 독립(국가)유공자 발굴 등 독립운동 유산의 보존·활용을 강화한다, 프로그램목표 Ⅳ-1. 제대군인의 원활한 사회복귀를 지원하고 참전군인의 명예를 선양한다, 프로그램목표 Ⅴ-1. 국민 참여와 공감을 기반으로 하는 보훈선양 활동을 활성화한다"
AUG_TRAIN2387,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,중소벤처기업부가 운영하는 사업의 예산 구성에 어떤 비중을 차지하는지 비교하는 데 어떤 비용을 들여야 하나요?,"총 예산은 275,246억원, R&D 예산은 12,397억원, 인건비 예산은 2,719억원, 차입이자 상환 예산은 47,272억원, 보전지출 예산은 37,197억원입니다."
AUG_TRAIN2388,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,중소기업 및 벤처기업의 성장과 기술경쟁력을 높이기 위한 프로그램의 목적과 효과를 무엇이라고 할 수 있는가?,중소기업 및 벤처기업의 성장을 지원하기 위해 '창업촉진 및 벤처육성을 통해 양질의 일자리를 창출한다'는 프로그램과 중소기업의 기술경쟁력을 제고하기 위해 '기술혁신 및 인력양성을 통해 중소기업의 기술경쟁력 및 신산업 대응력을 높인다'는 프로그램이 운영되고 있다.
AUG_TRAIN2389,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,소상공인과 전통시장의 자생적 생태계를 어떻게 조성할 수 있는 프로그램은 무엇인가?,소상공인과 전통시장을 지원하기 위해 '소상공인육성 및 동반성장 문화 확산으로 자생적 생태계를 조성한다'는 프로그램이 운영되고 있다.
AUG_TRAIN2390,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,식품의약품안전처의 예산 구성에서 성과관리가 중요한 역할을 하는 사업은 총 예산의 몇 퍼센트를 차지하는지 알려면?,"성과관리 대상 사업의 총 예산은 7,161억원이고, R&D 예산은 1,452억원입니다. 전체 예산 중 성과관리 대상 사업의 비율은 64%입니다."
AUG_TRAIN2391,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,고위공직자범죄수사처의 성과관리 사업의 예산과 인력 투입 비율은 어떤 비율로 구성되어 있는지 파악하고 싶습니다.,"성과관리 대상 사업의 총 계는 202억원이며, 인건비는 84억원입니다."
AUG_TRAIN2392,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과관리대상 사업의 재정구성에서 일반재정비율과 인건비비율은 어떤 비율로 구성되어 있는지 알아보세요.,"성과관리대상 사업의 재정현황에서 일반재정의 비율은 19.4%, 인건비의 비율은 44.6%입니다."
AUG_TRAIN2393,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,공정거래위원회의 예산과 성과관리 대상 사업의 비율 및 내부거래 비율에 대한 자세한 비교는 무엇인가?,"24년 예산은 7,503,417백만원이며, 성과관리 대상 사업의 비율은 36.8%, 내부거래 비율은 44%입니다."
AUG_TRAIN2394,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"국민권익위원회 재정 현황에서 성과관리 대상 사업의 비율에 따른 지출을 분석하면, 인건비가 총 지출의 몇 퍼센트를 차지하는지 알 수 있을까요?","총계는 1,116억 원, 인건비는 488억 원, 기본경비는 78억 원입니다."
